Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal Resistance(Ohm),dV/dt(V/s)
10-20-2020 07:47:43.972,72958.3909,72948.2891,2,1,0.180102348,-5.0005E-05,0,0.00101316,0,0.000395351,,-2.09808E-05
10-20-2020 07:52:43.978,73258.397,73248.2952,2,1,0.179842949,-4.99925E-05,0,0.001017327,0,0.000396101,,-3.71933E-05
10-20-2020 07:57:43.982,73558.401,73548.2992,2,1,0.179527283,-5.00012E-05,0,0.001021494,0,0.00039685,,-8.4877E-05
10-20-2020 08:02:43.982,73858.4013,73848.2995,2,1,0.179251671,-4.99897E-05,0,0.001025661,0,0.000397597,,1.90735E-05
10-20-2020 08:07:43.985,74158.4037,74148.3019,2,1,0.178959846,-5.00077E-05,0,0.001029827,0,0.000398343,,-6.67572E-06
10-20-2020 08:12:43.985,74458.4039,74448.3021,2,1,0.178701401,-5.00041E-05,0,0.001033994,0,0.000399088,,-4.86374E-05
10-20-2020 08:17:43.991,74758.4105,74748.3087,2,1,0.178332329,-4.99996E-05,0,0.00103816,0,0.000399832,,-8.58307E-06
10-20-2020 08:22:43.996,75058.4147,75048.3129,2,1,0.178082466,-4.99951E-05,0,0.001042327,0,0.000400575,,7.34329E-05
10-20-2020 08:27:43.999,75358.418,75348.3162,2,1,0.177646637,-5.00077E-05,0,0.001046494,0,0.000401316,,-3.14713E-05
10-20-2020 08:32:44.004,75658.4228,75648.321,2,1,0.177362442,-5.00173E-05,0,0.001050661,0,0.000402056,,-5.72205E-05
10-20-2020 08:37:44.009,75958.4277,75948.3259,2,1,0.176995277,-5.00038E-05,0,0.001054827,0,0.000402794,,-2.67029E-05
10-20-2020 08:42:44.015,76258.4342,76248.3324,2,1,0.176668167,-5.00003E-05,0,0.001058994,0,0.000403531,,-7.53403E-05
10-20-2020 08:47:44.018,76558.4376,76548.3358,2,1,0.176359177,-5.00043E-05,0,0.001063161,0,0.000404266,,5.72205E-06
10-20-2020 08:52:44.024,76858.4435,76848.3417,2,1,0.175966263,-4.99913E-05,0,0.001067327,0,0.000405,,1.04904E-05
10-20-2020 08:57:44.026,77158.445,77148.3432,2,1,0.175647736,-4.99981E-05,0,0.001071494,0,0.000405733,,-5.05447E-05
10-20-2020 09:02:44.029,77458.4477,77448.3459,2,1,0.175263405,-4.99935E-05,0,0.00107566,0,0.000406464,,7.72476E-05
10-20-2020 09:07:44.034,77758.4535,77748.3517,2,1,0.17485714,-4.99963E-05,0,0.001079827,0,0.000407194,,1.71661E-05
10-20-2020 09:12:44.039,78058.4582,78048.3564,2,1,0.174541473,-5.00003E-05,0,0.001083994,0,0.000407921,,2.28882E-05
10-20-2020 09:17:44.042,78358.4607,78348.3589,2,1,0.174118996,-5.00008E-05,0,0.00108816,0,0.000408648,,-1.23978E-05
10-20-2020 09:22:44.047,78658.4657,78648.3639,2,1,0.173761368,-4.99984E-05,0,0.001092327,0,0.000409373,,1.33514E-05
10-20-2020 09:27:44.049,78958.4684,78948.3666,2,1,0.173316956,-5.00157E-05,0,0.001096494,0,0.000410096,,-5.53131E-05
10-20-2020 09:32:44.054,79258.4733,79248.3715,2,1,0.172940254,-4.99942E-05,0,0.001100661,0,0.000410817,,0
10-20-2020 09:37:44.054,79558.4736,79548.3718,2,1,0.172472954,-4.99963E-05,0,0.001104827,0,0.000411536,,3.14713E-05
10-20-2020 09:42:44.060,79858.4792,79848.3774,2,1,0.172059059,-5.00054E-05,0,0.001108994,0,0.000412254,,6.00815E-05
10-20-2020 09:47:44.063,80158.4816,80148.3798,2,1,0.171663284,-5.00006E-05,0,0.00111316,0,0.00041297,,1.14441E-05
10-20-2020 09:52:44.067,80458.4865,80448.3847,2,1,0.171179771,-5.00022E-05,0,0.001117327,0,0.000413685,,-6.38962E-05
10-20-2020 09:57:44.071,80758.4904,80748.3886,2,1,0.170808792,-5.00039E-05,0,0.001121493,0,0.000414397,,-8.39233E-05
10-20-2020 10:02:44.075,81058.4938,81048.392,2,1,0.170358658,-4.99977E-05,0,0.00112566,0,0.000415107,,7.72476E-05
10-20-2020 10:07:44.078,81358.4974,81348.3956,2,1,0.169877052,-4.9999E-05,0,0.001129826,0,0.000415816,,3.91006E-05
10-20-2020 10:12:44.081,81658.4999,81648.3981,2,1,0.169327736,-4.99915E-05,0,0.001133993,0,0.000416523,,-2.76566E-05
10-20-2020 10:17:44.085,81958.5039,81948.4021,2,1,0.168886185,-4.99937E-05,0,0.00113816,0,0.000417228,,-3.8147E-05
10-20-2020 10:22:44.086,82258.505,82248.4032,2,1,0.168404579,-4.99925E-05,0,0.001142326,0,0.00041793,,1.43051E-05
10-20-2020 10:27:44.091,82558.51,82548.4082,2,1,0.167930603,-5.00025E-05,0,0.001146493,0,0.000418631,,-1.90735E-06
10-20-2020 10:32:44.092,82858.5115,82848.4097,2,1,0.167434692,-5.00028E-05,0,0.00115066,0,0.00041933,,-3.14713E-05
10-20-2020 10:37:44.098,83158.5174,83148.4156,2,1,0.166895866,-4.99999E-05,0,0.001154826,0,0.000420026,,-5.05447E-05
10-20-2020 10:42:44.099,83458.5181,83448.4163,2,1,0.166489601,-4.99861E-05,0,0.001158993,0,0.000420721,,2.47955E-05
10-20-2020 10:47:44.102,83758.5207,83748.4189,2,1,0.165951729,-5.00028E-05,0,0.00116316,0,0.000421413,,0
10-20-2020 10:52:44.108,84058.5267,84048.4249,2,1,0.16541481,-4.99951E-05,0,0.001167326,0,0.000422104,,-3.24249E-05
10-20-2020 10:57:44.111,84358.53,84348.4282,2,1,0.164930344,-4.9991E-05,0,0.001171493,0,0.000422792,,1.04904E-05
10-20-2020 11:02:44.116,84658.5349,84648.4331,2,1,0.16447258,-4.99988E-05,0,0.001175659,0,0.000423478,,0
10-20-2020 11:07:44.117,84958.5366,84948.4348,2,1,0.163920403,-5.0005E-05,0,0.001179826,0,0.000424162,,1.04904E-05
10-20-2020 11:12:44.122,85258.5414,85248.4396,2,1,0.163389206,-4.99954E-05,0,0.001183992,0,0.000424844,,2.47955E-05
10-20-2020 11:17:44.126,85558.5455,85548.4437,2,1,0.162856102,-4.99993E-05,0,0.001188159,0,0.000425524,,8.58307E-06
10-20-2020 11:22:44.130,85858.5494,85848.4476,2,1,0.162405968,-5.00048E-05,0,0.001192325,0,0.000426201,,-5.91278E-05
10-20-2020 11:27:44.136,86158.5554,86148.4536,2,1,0.161886215,-5.00072E-05,0,0.001196492,0,0.000426877,,9.05991E-05
10-20-2020 11:32:44.143,86458.5619,86448.4601,2,1,0.161287308,-4.99999E-05,0,0.001200659,0,0.00042755,,2.28882E-05
10-20-2020 11:37:44.144,86758.5632,86748.4614,2,1,0.160820007,-4.99993E-05,0,0.001204825,0,0.000428221,,5.62668E-05
10-20-2020 11:42:44.148,87058.5671,87048.4653,2,1,0.160346031,-4.99999E-05,0,0.001208991,0,0.00042889,,-6.58035E-05
10-20-2020 11:47:44.153,87358.5719,87348.4701,2,1,0.159873009,-4.99922E-05,0,0.001213158,0,0.000429557,,6.48499E-05
10-20-2020 11:52:44.157,87658.5762,87648.4744,2,1,0.159378052,-4.99864E-05,0,0.001217325,0,0.000430222,,1.90735E-05
10-20-2020 11:57:44.158,87958.5771,87948.4753,2,1,0.158819199,-5.00015E-05,0,0.001221491,0,0.000430885,,-3.62396E-05
10-20-2020 12:02:44.158,88258.5772,88248.4754,2,1,0.158306122,-5.00025E-05,0,0.001225658,0,0.000431546,,-2.86102E-05
10-20-2020 12:07:44.164,88558.583,88548.4812,2,1,0.157914162,-4.99951E-05,0,0.001229824,0,0.000432205,,0.000130653
10-20-2020 12:12:44.166,88858.5847,88848.4829,2,1,0.157357216,-5.00015E-05,0,0.001233991,0,0.000432861,,-3.8147E-06
10-20-2020 12:17:44.166,89158.5856,89148.4838,2,1,0.156851768,-4.99932E-05,0,0.001238158,0,0.000433516,,2.57492E-05
10-20-2020 12:22:44.173,89458.5922,89448.4904,2,1,0.156382561,-4.99894E-05,0,0.001242324,0,0.000434169,,2.67029E-05
10-20-2020 12:27:44.178,89758.5972,89748.4954,2,1,0.15588665,-4.99877E-05,0,0.001246491,0,0.000434819,,3.71933E-05
10-20-2020 12:32:44.179,90058.5979,90048.4961,2,1,0.15541935,-4.99993E-05,0,0.001250657,0,0.000435467,,8.67844E-05
10-20-2020 12:37:44.184,90358.6028,90348.501,2,1,0.154842377,-5.00026E-05,0,0.001254824,0,0.000436114,,0
10-20-2020 12:42:44.190,90658.6093,90648.5075,2,1,0.154324532,-4.99925E-05,0,0.00125899,0,0.000436758,,-5.43594E-05
10-20-2020 12:47:44.190,90958.6096,90948.5078,2,1,0.153816223,-5.00039E-05,0,0.001263157,0,0.0004374,,4.19617E-05
10-20-2020 12:52:44.191,91258.6098,91248.508,2,1,0.153300285,-5.00032E-05,0,0.001267323,0,0.000438039,,-5.24521E-05
10-20-2020 12:57:44.195,91558.6138,91548.512,2,1,0.152841568,-5.00022E-05,0,0.001271489,0,0.000438677,,-1.90735E-06
10-20-2020 13:02:44.199,91858.6179,91848.5161,2,1,0.152267456,-5.00012E-05,0,0.001275656,0,0.000439313,,-3.33786E-05
10-20-2020 13:07:44.199,92158.6182,92148.5164,2,1,0.151783943,-5.00064E-05,0,0.001279823,0,0.000439946,,3.8147E-06
10-20-2020 13:12:44.201,92458.6199,92448.5181,2,1,0.151248932,-5.00018E-05,0,0.001283989,0,0.000440577,,-0.000101089
10-20-2020 13:17:44.205,92758.624,92748.5222,2,1,0.150779724,-4.99963E-05,0,0.001288155,0,0.000441206,,4.19617E-05
10-20-2020 13:22:44.210,93058.6289,93048.5271,2,1,0.1502285,-5.00003E-05,0,0.001292322,0,0.000441833,,-6.48499E-05
10-20-2020 13:27:44.213,93358.6324,93348.5306,2,1,0.149647713,-4.99784E-05,0,0.001296488,0,0.000442458,,-2.95639E-05
10-20-2020 13:32:44.214,93658.6332,93648.5314,2,1,0.149162292,-4.9991E-05,0,0.001300654,0,0.000443081,,-7.15256E-05
10-20-2020 13:37:44.221,93958.6399,93948.5381,2,1,0.148536682,-5.00025E-05,0,0.001304821,0,0.000443701,,-4.3869E-05
10-20-2020 13:42:44.223,94258.6422,94248.5404,2,1,0.148145676,-4.99955E-05,0,0.001308988,0,0.000444319,,0.000118256
10-20-2020 13:47:44.230,94558.6489,94548.5471,2,1,0.147480965,-5.00043E-05,0,0.001313154,0,0.000444935,,-3.62396E-05
10-20-2020 13:52:44.230,94858.6491,94848.5473,2,1,0.146986008,-4.99974E-05,0,0.001317321,0,0.000445548,,7.53403E-05
10-20-2020 13:57:44.235,95158.6539,95148.5521,2,1,0.146465302,-5.00006E-05,0,0.001321487,0,0.00044616,,-4.00543E-05
10-20-2020 14:02:44.236,95458.6548,95448.553,2,1,0.145938873,-4.99884E-05,0,0.001325653,0,0.000446769,,6.86646E-05
10-20-2020 14:07:44.242,95758.6614,95748.5596,2,1,0.145415306,-4.99954E-05,0,0.00132982,0,0.000447376,,1.71661E-05
10-20-2020 14:12:44.246,96058.6649,96048.5631,2,1,0.144827843,-4.9995E-05,0,0.001333986,0,0.000447981,,-7.15256E-05
10-20-2020 14:17:44.252,96358.6712,96348.5694,2,1,0.144335747,-4.99882E-05,0,0.001338152,0,0.000448583,,4.00543E-05
10-20-2020 14:22:44.256,96658.6747,96648.5729,2,1,0.143795013,-4.99861E-05,0,0.001342319,0,0.000449183,,2.09808E-05
10-20-2020 14:27:44.258,96958.6775,96948.5757,2,1,0.143283844,-4.99988E-05,0,0.001346485,0,0.000449781,,4.19617E-05
10-20-2020 14:32:44.263,97258.6821,97248.5803,2,1,0.142755508,-5.0007E-05,0,0.001350652,0,0.000450377,,-4.86374E-05
10-20-2020 14:37:44.269,97558.6886,97548.5868,2,1,0.142263412,-4.99983E-05,0,0.001354818,0,0.000450971,,-3.8147E-06
10-20-2020 14:42:44.274,97858.6927,97848.5909,2,1,0.141882896,-4.99967E-05,0,0.001358985,0,0.000451563,,-4.57764E-05
10-20-2020 14:47:44.275,98158.6944,98148.5926,2,1,0.141366959,-4.99992E-05,0,0.001363151,0,0.000452153,,3.52859E-05
10-20-2020 14:52:44.278,98458.6971,98448.5953,2,1,0.140946388,-4.99948E-05,0,0.001367318,0,0.000452741,,3.33786E-05
10-20-2020 14:57:44.282,98758.7011,98748.5993,2,1,0.140472412,-4.99922E-05,0,0.001371485,0,0.000453327,,-3.62396E-05
10-20-2020 15:02:44.284,99058.7033,99048.6015,2,1,0.139990807,-4.999E-05,0,0.001375651,0,0.000453911,,1.43051E-05
10-20-2020 15:07:44.290,99358.7095,99348.6077,2,1,0.139593124,-5.00047E-05,0,0.001379817,0,0.000454494,,3.8147E-06
10-20-2020 15:12:44.297,99658.716,99648.6142,2,1,0.139174461,-4.99939E-05,0,0.001383984,0,0.000455075,,5.24521E-05
10-20-2020 15:17:44.298,99958.717,99948.6152,2,1,0.138793945,-5.00035E-05,0,0.001388151,0,0.000455654,,-4.48227E-05
10-20-2020 15:22:44.304,100258.7234,100248.6216,2,1,0.138370514,-4.99951E-05,0,0.001392317,0,0.000456231,,5.24521E-05
10-20-2020 15:27:44.307,100558.726,100548.6242,2,1,0.137944221,-5.00067E-05,0,0.001396483,0,0.000456807,,-5.72205E-05
10-20-2020 15:32:44.314,100858.7332,100848.6314,2,1,0.137472153,-5.00022E-05,0,0.00140065,0,0.00045738,,2.95639E-05
10-20-2020 15:37:44.320,101158.7388,101148.637,2,1,0.137003899,-4.9989E-05,0,0.001404817,0,0.000457952,,2.09808E-05
10-20-2020 15:42:44.321,101458.7405,101448.6387,2,1,0.136634827,-5.00067E-05,0,0.001408984,0,0.000458522,,1.81198E-05
10-20-2020 15:47:44.322,101758.741,101748.6392,2,1,0.13617897,-5.00025E-05,0,0.001413151,0,0.000459091,,2.57492E-05
10-20-2020 15:52:44.322,102058.7415,102048.6397,2,1,0.135808945,-4.99977E-05,0,0.001417317,0,0.000459657,,-4.3869E-05
10-20-2020 15:57:44.324,102358.7436,102348.6418,2,1,0.135437965,-5.00074E-05,0,0.001421484,0,0.000460222,,6.38962E-05
10-20-2020 16:02:44.325,102658.7437,102648.6419,2,1,0.134949684,-4.99929E-05,0,0.00142565,0,0.000460786,,-1.33514E-05
10-20-2020 16:07:44.331,102958.7501,102948.6483,2,1,0.13451004,-4.99942E-05,0,0.001429817,0,0.000461347,,0
10-20-2020 16:12:44.334,103258.7532,103248.6514,2,1,0.134124756,-4.99968E-05,0,0.001433983,0,0.000461907,,2.47955E-05
10-20-2020 16:17:44.336,103558.7551,103548.6533,2,1,0.133651733,-4.99937E-05,0,0.00143815,0,0.000462465,,-6.67572E-06
10-20-2020 16:22:44.337,103858.756,103848.6542,2,1,0.133195877,-5.00038E-05,0,0.001442316,0,0.000463021,,2.67029E-05
10-20-2020 16:27:44.341,104158.7602,104148.6584,2,1,0.132726669,-5.00056E-05,0,0.001446482,0,0.000463575,,-2.95639E-05
10-20-2020 16:32:44.343,104458.762,104448.6602,2,1,0.132284164,-5.00038E-05,0,0.001450649,0,0.000464127,,5.34058E-05
10-20-2020 16:37:44.343,104758.7622,104748.6604,2,1,0.131896973,-4.99932E-05,0,0.001454815,0,0.000464677,,1.71661E-05
10-20-2020 16:42:44.346,105058.7655,105048.6637,2,1,0.131371498,-4.99907E-05,0,0.001458982,0,0.000465226,,2.67029E-05
10-20-2020 16:47:44.352,105358.771,105348.6692,2,1,0.130923271,-4.99975E-05,0,0.001463148,0,0.000465772,,5.62668E-05
10-20-2020 16:52:44.352,105658.7713,105648.6695,2,1,0.130457878,-5.0006E-05,0,0.001467314,0,0.000466317,,1.23978E-05
10-20-2020 16:57:44.359,105958.7778,105948.676,2,1,0.129944801,-5.00082E-05,0,0.001471481,0,0.000466859,,-6.77109E-05
10-20-2020 17:02:44.363,106258.7819,106248.6801,2,1,0.129447937,-5.00178E-05,0,0.001475647,0,0.0004674,,-6.96182E-05
10-20-2020 17:07:44.365,106558.7845,106548.6827,2,1,0.12899971,-5.00061E-05,0,0.001479814,0,0.000467938,,4.76837E-06
10-20-2020 17:12:44.367,106858.7862,106848.6844,2,1,0.128520012,-4.99963E-05,0,0.00148398,0,0.000468475,,1.33514E-05
10-20-2020 17:17:44.369,107158.7878,107148.686,2,1,0.128050804,-4.99996E-05,0,0.001488146,0,0.000469009,,-2.09808E-05
10-20-2020 17:22:44.372,107458.7914,107448.6896,2,1,0.127607346,-4.99992E-05,0,0.001492313,0,0.000469541,,2.86102E-06
10-20-2020 17:27:44.378,107758.7971,107748.6953,2,1,0.127054214,-4.99968E-05,0,0.001496479,0,0.000470072,,-3.43323E-05
10-20-2020 17:32:44.383,108058.8019,108048.7001,2,1,0.126569748,-4.99958E-05,0,0.001500646,0,0.0004706,,-8.39233E-05
10-20-2020 17:37:44.386,108358.8053,108348.7035,2,1,0.126054764,-4.99971E-05,0,0.001504813,0,0.000471126,,-2.95639E-05
10-20-2020 17:42:44.386,108658.8054,108648.7036,2,1,0.125562668,-5.00052E-05,0,0.001508979,0,0.000471651,,5.91278E-05
10-20-2020 17:47:44.387,108958.8064,108948.7046,2,1,0.125020027,-4.99848E-05,0,0.001513146,0,0.000472173,,-2.28882E-05
10-20-2020 17:52:44.393,109258.812,109248.7102,2,1,0.124567032,-4.99941E-05,0,0.001517312,0,0.000472693,,4.86374E-05
10-20-2020 17:57:44.400,109558.8187,109548.7169,2,1,0.124070168,-4.99975E-05,0,0.001521479,0,0.00047321,,2.09808E-05
10-20-2020 18:02:44.404,109858.8234,109848.7216,2,1,0.123519897,-5.00083E-05,0,0.001525645,0,0.000473726,,-8.2016E-05
10-20-2020 18:07:44.405,110158.8246,110148.7228,2,1,0.123012543,-5.00034E-05,0,0.001529812,0,0.00047424,,1.62125E-05
10-20-2020 18:12:44.410,110458.8296,110448.7278,2,1,0.122513771,-4.99992E-05,0,0.001533979,0,0.000474751,,1.52588E-05
10-20-2020 18:17:44.413,110758.832,110748.7302,2,1,0.122059822,-4.99957E-05,0,0.001538145,0,0.000475261,,-4.76837E-05
10-20-2020 18:22:44.413,111058.8321,111048.7303,2,1,0.121619225,-4.99955E-05,0,0.001542312,0,0.000475768,,-2.67029E-05
10-20-2020 18:27:44.415,111358.8338,111348.732,2,1,0.121088982,-4.99904E-05,0,0.001546478,0,0.000476274,,-1.04904E-05
10-20-2020 18:32:44.419,111658.8377,111648.7359,2,1,0.120715141,-4.99981E-05,0,0.001550644,0,0.000476778,,1.04904E-05
10-20-2020 18:37:44.419,111958.8382,111948.7364,2,1,0.120218277,-5.0006E-05,0,0.001554811,0,0.000477279,,-5.43594E-05
10-20-2020 18:42:44.425,112258.8438,112248.742,2,1,0.119850159,-4.99942E-05,0,0.001558977,0,0.00047778,,2.28882E-05
10-20-2020 18:47:44.426,112558.8448,112548.743,2,1,0.11943531,-4.99954E-05,0,0.001563144,0,0.000478278,,-1.62125E-05
10-20-2020 18:52:44.431,112858.8506,112848.7488,2,1,0.119092941,-5.00006E-05,0,0.00156731,0,0.000478775,,6.38962E-05
10-20-2020 18:57:44.437,113158.8563,113148.7545,2,1,0.118861198,-5.00039E-05,0,0.001571477,0,0.000479271,,9.72748E-05
10-20-2020 19:02:44.443,113458.862,113448.7602,2,1,0.118538857,-4.99958E-05,0,0.001575643,0,0.000479765,,-2.09808E-05
10-20-2020 19:07:44.444,113758.863,113748.7612,2,1,0.118299484,-5.00083E-05,0,0.00157981,0,0.000480258,,3.33786E-05
10-20-2020 19:12:44.448,114058.8669,114048.7651,2,1,0.118017197,-4.99948E-05,0,0.001583977,0,0.000480751,,3.05176E-05
10-20-2020 19:17:44.452,114358.8712,114348.7694,2,1,0.117762566,-4.99984E-05,0,0.001588143,0,0.000481242,,2.09808E-05
10-20-2020 19:22:44.455,114658.8737,114648.7719,2,1,0.117588043,-5.00035E-05,0,0.00159231,0,0.000481732,,1.71661E-05
10-20-2020 19:27:44.457,114958.8763,114948.7745,2,1,0.117404938,-5.00015E-05,0,0.001596477,0,0.000482222,,-3.71933E-05
10-20-2020 19:32:44.464,115258.8827,115248.7809,2,1,0.117177963,-5.00013E-05,0,0.001600644,0,0.00048271,,-4.48227E-05
10-20-2020 19:37:44.469,115558.8879,115548.7861,2,1,0.117037773,-4.99875E-05,0,0.001604811,0,0.000483198,,6.96182E-05
10-20-2020 19:42:44.472,115858.8913,115848.7895,2,1,0.116846085,-4.99912E-05,0,0.001608977,0,0.000483686,,-1.43051E-05
10-20-2020 19:47:44.472,116158.8913,116148.7895,2,1,0.116706848,-4.99963E-05,0,0.001613143,0,0.000484172,,4.673E-05
10-20-2020 19:52:44.474,116458.893,116448.7912,2,1,0.116540909,-4.99929E-05,0,0.00161731,0,0.000484658,,-1.43051E-05
10-20-2020 19:57:44.476,116758.8953,116748.7935,2,1,0.116366386,-4.99981E-05,0,0.001621477,0,0.000485143,,-2.47955E-05
10-20-2020 20:02:44.478,117058.897,117048.7952,2,1,0.116185188,-5.00028E-05,0,0.001625643,0,0.000485628,,2.38419E-05
10-20-2020 20:07:44.478,117358.8975,117348.7957,2,1,0.116054535,-4.99922E-05,0,0.00162981,0,0.000486112,,1.90735E-05
10-20-2020 20:12:44.485,117658.904,117648.8022,2,1,0.11589241,-4.9989E-05,0,0.001633976,0,0.000486595,,-3.14713E-05
10-20-2020 20:17:44.485,117958.9045,117948.8027,2,1,0.115782738,-4.99913E-05,0,0.001638142,0,0.000487077,,-6.77109E-05
10-20-2020 20:22:44.490,118258.9089,118248.8071,2,1,0.115625381,-5.00083E-05,0,0.001642309,0,0.000487559,,-3.52859E-05
10-20-2020 20:27:44.495,118558.9144,118548.8126,2,1,0.11547184,-5.00008E-05,0,0.001646475,0,0.000488041,,1.71661E-05
10-20-2020 20:32:44.501,118858.9203,118848.8185,2,1,0.115337372,-4.99979E-05,0,0.001650642,0,0.000488522,,4.19617E-05
10-20-2020 20:37:44.505,119158.9238,119148.822,2,1,0.11518383,-4.99894E-05,0,0.001654809,0,0.000489002,,3.8147E-05
10-20-2020 20:42:44.510,119458.9292,119448.8274,2,1,0.115068436,-4.99986E-05,0,0.001658975,0,0.000489482,,1.81198E-05
10-20-2020 20:47:44.516,119758.9352,119748.8334,2,1,0.114891052,-4.99877E-05,0,0.001663141,0,0.000489961,,-3.43323E-05
10-20-2020 20:52:44.517,120058.9363,120048.8345,2,1,0.114771843,-5.00118E-05,0,0.001667308,0,0.000490439,,-3.33786E-05
10-20-2020 20:57:44.519,120358.9379,120348.8361,2,1,0.114660263,-4.99926E-05,0,0.001671474,0,0.000490917,,-1.23978E-05
10-20-2020 21:02:44.520,120658.9387,120648.8369,2,1,0.114548683,-4.99941E-05,0,0.001675641,0,0.000491395,,0.000101089
10-20-2020 21:07:44.521,120958.9403,120948.8385,2,1,0.114456177,-5.00021E-05,0,0.001679808,0,0.000491872,,4.3869E-05
10-20-2020 21:12:44.523,121258.9421,121248.8403,2,1,0.114245415,-4.99887E-05,0,0.001683974,0,0.000492348,,-8.7738E-05
10-20-2020 21:17:44.525,121558.9441,121548.8423,2,1,0.114180565,-5.00039E-05,0,0.001688141,0,0.000492824,,-3.62396E-05
10-20-2020 21:22:44.525,121858.9442,121848.8424,2,1,0.114057541,-4.99951E-05,0,0.001692307,0,0.0004933,,-2.95639E-05
10-20-2020 21:27:44.527,122158.9459,122148.8441,2,1,0.113929749,-4.99877E-05,0,0.001696473,0,0.000493775,,4.76837E-06
10-20-2020 21:32:44.532,122458.9509,122448.8491,2,1,0.113898277,-4.99948E-05,0,0.00170064,0,0.000494249,,-1.23978E-05
10-20-2020 21:37:44.535,122758.9542,122748.8524,2,1,0.113757133,-5.00005E-05,0,0.001704806,0,0.000494723,,-1.43051E-05
10-20-2020 21:42:44.540,123058.9591,123048.8573,2,1,0.113586426,-4.99915E-05,0,0.001708973,0,0.000495197,,-7.72476E-05
10-20-2020 21:47:44.540,123358.9593,123348.8575,2,1,0.113584518,-4.99912E-05,0,0.001713139,0,0.00049567,,-5.62668E-05
10-20-2020 21:52:44.543,123658.9623,123648.8605,2,1,0.113414764,-4.99975E-05,0,0.001717306,0,0.000496143,,-3.33786E-05
10-20-2020 21:57:44.548,123958.9667,123948.8649,2,1,0.113353729,-4.99963E-05,0,0.001721472,0,0.000496616,,4.19617E-05
10-20-2020 22:02:44.552,124258.971,124248.8692,2,1,0.113287926,-4.99899E-05,0,0.001725638,0,0.000497088,,0
10-20-2020 22:07:44.554,124558.9733,124548.8715,2,1,0.113228798,-4.9984E-05,0,0.001729805,0,0.00049756,,2.67029E-05
10-20-2020 22:12:44.558,124858.9775,124848.8757,2,1,0.113045692,-4.99957E-05,0,0.001733971,0,0.000498031,,0.000113487
10-20-2020 22:17:44.564,125158.9833,125148.8815,2,1,0.113056183,-5.00035E-05,0,0.001738138,0,0.000498503,,-5.62668E-05
10-20-2020 22:22:44.569,125458.9881,125448.8863,2,1,0.113017082,-5.0006E-05,0,0.001742304,0,0.000498974,,5.05447E-05
10-20-2020 22:27:44.575,125758.994,125748.8922,2,1,0.112970352,-4.99868E-05,0,0.001746471,0,0.000499444,,6.10352E-05
10-20-2020 22:32:44.580,126058.9995,126048.8977,2,1,0.11286068,-5E-05,0,0.001750637,0,0.000499915,,-3.33786E-05
10-20-2020 22:37:44.584,126359.0031,126348.9013,2,1,0.112802505,-4.99999E-05,0,0.001754803,0,0.000500385,,-3.8147E-06
10-20-2020 22:42:44.588,126659.0069,126648.9051,2,1,0.112839699,-4.99986E-05,0,0.00175897,0,0.000500855,,-8.58307E-06
10-20-2020 22:47:44.591,126959.0097,126948.9079,2,1,0.112722397,-5.00048E-05,0,0.001763137,0,0.000501325,,4.48227E-05
10-20-2020 22:52:44.596,127259.0147,127248.9129,2,1,0.11268425,-5.00018E-05,0,0.001767304,0,0.000501794,,5.05447E-05
10-20-2020 22:57:44.601,127559.0202,127548.9184,2,1,0.112631798,-5.00015E-05,0,0.001771471,0,0.000502264,,-1.71661E-05
10-20-2020 23:02:44.605,127859.0237,127848.9219,2,1,0.112518311,-5.00039E-05,0,0.001775638,0,0.000502733,,-8.58307E-06
10-20-2020 23:07:44.609,128159.0278,128148.926,2,1,0.112560272,-5.00074E-05,0,0.001779804,0,0.000503202,,1.52588E-05
10-20-2020 23:12:44.614,128459.0326,128448.9308,2,1,0.112483978,-4.99928E-05,0,0.001783971,0,0.000503671,,-4.86374E-05
10-20-2020 23:17:44.614,128759.0336,128748.9318,2,1,0.112486839,-4.99907E-05,0,0.001788138,0,0.000504139,,2.19345E-05
10-20-2020 23:22:44.617,129059.0359,129048.9341,2,1,0.112433434,-4.99999E-05,0,0.001792304,0,0.000504608,,5.43594E-05
10-20-2020 23:27:44.617,129359.036,129348.9342,2,1,0.112361908,-5.00085E-05,0,0.001796471,0,0.000505076,,-2.28882E-05
10-20-2020 23:32:44.620,129659.0396,129648.9378,2,1,0.112343788,-4.99944E-05,0,0.001800637,0,0.000505545,,1.90735E-06
10-20-2020 23:37:44.623,129959.0423,129948.9405,2,1,0.112401962,-4.99944E-05,0,0.001804804,0,0.000506013,,-3.8147E-06
10-20-2020 23:42:44.630,130259.0487,130248.9469,2,1,0.112318039,-5.00012E-05,0,0.00180897,0,0.000506481,,1.90735E-06
10-20-2020 23:47:44.635,130559.0545,130548.9527,2,1,0.112297058,-4.99979E-05,0,0.001813137,0,0.000506949,,7.62939E-05
10-20-2020 23:52:44.635,130859.0545,130848.9527,2,1,0.112240791,-5.00077E-05,0,0.001817303,0,0.000507416,,4.48227E-05
10-20-2020 23:57:44.640,131159.0586,131148.9568,2,1,0.112150192,-5.00054E-05,0,0.00182147,0,0.000507884,,-4.00543E-05
